Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 187775ms | tok/sec: 872 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.893070 | lrm: 1.00 | dt: 94ms | tok/sec: 1,743,096 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.595889 | lrm: 1.00 | dt: 95ms | tok/sec: 1,718,090 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.199361 | lrm: 1.00 | dt: 97ms | tok/sec: 1,694,425 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.833689 | lrm: 1.00 | dt: 99ms | tok/sec: 1,660,408 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.512555 | lrm: 1.00 | dt: 98ms | tok/sec: 1,680,232 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.249023 | lrm: 1.00 | dt: 98ms | tok/sec: 1,676,231 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.036671 | lrm: 1.00 | dt: 97ms | tok/sec: 1,681,675 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.853073 | lrm: 1.00 | dt: 97ms | tok/sec: 1,690,599 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.695152 | lrm: 1.00 | dt: 108ms | tok/sec: 1,519,132 | mfu: 36.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.561034 | lrm: 1.00 | dt: 114ms | tok/sec: 1,434,881 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.444134 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,604 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.345938 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,802 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.260626 | lrm: 1.00 | dt: 98ms | tok/sec: 1,674,157 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00031 (0.7%) | loss: 5.495228 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,237 | mfu: 39.1% | epoch: 1 | remaining: 298s    
step 00032 (0.7%) | loss: 5.468223 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,156 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00033 (0.7%) | loss: 5.443172 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,901 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00034 (0.8%) | loss: 5.417666 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,870 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00035 (0.8%) | loss: 5.392016 | lrm: 1.00 | dt: 101ms | tok/sec: 1,614,273 | mfu: 39.0% | epoch: 1 | remaining: 297s    
step 00036 (0.8%) | loss: 5.371614 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,832 | mfu: 39.9% | epoch: 1 | remaining: 297s    
step 00037 (0.9%) | loss: 5.347535 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,329 | mfu: 39.8% | epoch: 1 | remaining: 297s    
step 00038 (0.9%) | loss: 5.323176 | lrm: 1.00 | dt: 102ms | tok/sec: 1,606,225 | mfu: 38.8% | epoch: 1 | remaining: 297s    
step 00039 (0.9%) | loss: 5.301924 | lrm: 1.00 | dt: 104ms | tok/sec: 1,581,528 | mfu: 38.2% | epoch: 1 | remaining: 297s    
step 00040 (1.0%) | loss: 5.279702 | lrm: 1.00 | dt: 102ms | tok/sec: 1,601,942 | mfu: 38.7% | epoch: 1 | remaining: 297s    
step 00041 (1.0%) | loss: 5.255137 | lrm: 1.00 | dt: 101ms | tok/sec: 1,624,293 | mfu: 39.2% | epoch: 1 | remaining: 297s    
step 00042 (1.0%) | loss: 5.231633 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,681 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00043 (1.1%) | loss: 5.207293 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,489 | mfu: 39.5% | epoch: 1 | remaining: 297s    
step 00044 (1.1%) | loss: 5.183608 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,671 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00045 (1.1%) | loss: 5.163122 | lrm: 1.00 | dt: 102ms | tok/sec: 1,606,045 | mfu: 38.8% | epoch: 1 | remaining: 296s    
step 00046 (1.2%) | loss: 5.145023 | lrm: 1.00 | dt: 98ms | tok/sec: 1,678,602 | mfu: 40.6% | epoch: 1 | remaining: 296s    
step 00047 (1.2%) | loss: 5.120280 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,896 | mfu: 39.7% | epoch: 1 | remaining: 296s    
step 00048 (1.2%) | loss: 5.094896 | lrm: 1.00 | dt: 101ms | tok/sec: 1,620,707 | mfu: 39.2% | epoch: 1 | remaining: 296s    
step 00049 (1.3%) | loss: 5.071205 | lrm: 1.00 | dt: 102ms | tok/sec: 1,609,619 | mfu: 38.9% | epoch: 1 | remaining: 296s    
step 00050 (1.3%) | loss: 5.051613 | lrm: 1.00 | dt: 102ms | tok/sec: 1,604,594 | mfu: 38.8% | epoch: 1 | remaining: 296s    
step 00051 (1.3%) | loss: 5.030902 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,392 | mfu: 39.6% | epoch: 1 | remaining: 296s    
step 00052 (1.4%) | loss: 5.008068 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,043 | mfu: 39.6% | epoch: 1 | remaining: 296s    
step 00053 (1.4%) | loss: 4.987390 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,248 | mfu: 39.9% | epoch: 1 | remaining: 296s    
step 00054 (1.4%) | loss: 4.965645 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,783 | mfu: 39.8% | epoch: 1 | remaining: 296s    
step 00055 (1.5%) | loss: 4.944308 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,560 | mfu: 40.1% | epoch: 1 | remaining: 295s    
step 00056 (1.5%) | loss: 4.925142 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,158 | mfu: 39.5% | epoch: 1 | remaining: 295s    
step 00057 (1.5%) | loss: 4.901020 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,004 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00058 (1.6%) | loss: 4.878845 | lrm: 1.00 | dt: 102ms | tok/sec: 1,603,283 | mfu: 38.7% | epoch: 1 | remaining: 295s    
step 00059 (1.6%) | loss: 4.860758 | lrm: 1.00 | dt: 101ms | tok/sec: 1,615,757 | mfu: 39.0% | epoch: 1 | remaining: 295s    
step 00060 (1.6%) | loss: 4.839604 | lrm: 1.00 | dt: 104ms | tok/sec: 1,581,925 | mfu: 38.2% | epoch: 1 | remaining: 295s    
step 00061 (1.7%) | loss: 4.814235 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,181 | mfu: 39.5% | epoch: 1 | remaining: 295s    
step 00062 (1.7%) | loss: 4.791026 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,521 | mfu: 39.6% | epoch: 1 | remaining: 295s    
step 00063 (1.7%) | loss: 4.770541 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,500 | mfu: 39.5% | epoch: 1 | remaining: 295s    
step 00064 (1.8%) | loss: 4.754079 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,298 | mfu: 39.7% | epoch: 1 | remaining: 295s    
step 00065 (1.8%) | loss: 4.729750 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,229 | mfu: 39.9% | epoch: 1 | remaining: 294s    
step 00066 (1.8%) | loss: 4.708490 | lrm: 1.00 | dt: 101ms | tok/sec: 1,623,951 | mfu: 39.2% | epoch: 1 | remaining: 294s    
step 00067 (1.9%) | loss: 4.685816 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,737 | mfu: 39.3% | epoch: 1 | remaining: 294s    
step 00068 (1.9%) | loss: 4.669353 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,931 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00069 (1.9%) | loss: 4.646533 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,038 | mfu: 39.6% | epoch: 1 | remaining: 294s    
step 00070 (2.0%) | loss: 4.626071 | lrm: 1.00 | dt: 103ms | tok/sec: 1,596,278 | mfu: 38.6% | epoch: 1 | remaining: 294s    
step 00071 (2.0%) | loss: 4.602725 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,632 | mfu: 39.6% | epoch: 1 | remaining: 294s    
step 00072 (2.0%) | loss: 4.583715 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,183 | mfu: 39.7% | epoch: 1 | remaining: 294s    
step 00073 (2.1%) | loss: 4.567257 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,198 | mfu: 39.6% | epoch: 1 | remaining: 294s    
step 00074 (2.1%) | loss: 4.543373 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,144 | mfu: 39.7% | epoch: 1 | remaining: 294s    
step 00075 (2.1%) | loss: 4.523615 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,471 | mfu: 39.4% | epoch: 1 | remaining: 293s    
step 00076 (2.2%) | loss: 4.498238 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,666 | mfu: 39.6% | epoch: 1 | remaining: 293s    
step 00077 (2.2%) | loss: 4.480596 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,999 | mfu: 39.5% | epoch: 1 | remaining: 293s    
step 00078 (2.2%) | loss: 4.456517 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,538 | mfu: 39.6% | epoch: 1 | remaining: 293s    
step 00079 (2.3%) | loss: 4.435346 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,475 | mfu: 39.5% | epoch: 1 | remaining: 293s    
step 00080 (2.3%) | loss: 4.420510 | lrm: 1.00 | dt: 101ms | tok/sec: 1,619,176 | mfu: 39.1% | epoch: 1 | remaining: 293s    
step 00081 (2.3%) | loss: 4.405636 | lrm: 1.00 | dt: 102ms | tok/sec: 1,605,644 | mfu: 38.8% | epoch: 1 | remaining: 293s    
step 00082 (2.4%) | loss: 4.387377 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,035 | mfu: 39.7% | epoch: 1 | remaining: 293s    
step 00083 (2.4%) | loss: 4.370179 | lrm: 1.00 | dt: 100ms | tok/sec: 1,646,594 | mfu: 39.8% | epoch: 1 | remaining: 293s    
step 00084 (2.4%) | loss: 4.354076 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,545 | mfu: 39.9% | epoch: 1 | remaining: 293s    
step 00085 (2.5%) | loss: 4.340078 | lrm: 1.00 | dt: 101ms | tok/sec: 1,630,131 | mfu: 39.4% | epoch: 1 | remaining: 292s    
step 00086 (2.5%) | loss: 4.318938 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,967 | mfu: 39.8% | epoch: 1 | remaining: 292s    
step 00087 (2.5%) | loss: 4.299340 | lrm: 1.00 | dt: 101ms | tok/sec: 1,622,360 | mfu: 39.2% | epoch: 1 | remaining: 292s    
step 00088 (2.6%) | loss: 4.283581 | lrm: 1.00 | dt: 100ms | tok/sec: 1,630,947 | mfu: 39.4% | epoch: 1 | remaining: 292s    
step 00089 (2.6%) | loss: 4.273056 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,329 | mfu: 39.6% | epoch: 1 | remaining: 292s    
step 00090 (2.6%) | loss: 4.257292 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,101 | mfu: 39.4% | epoch: 1 | remaining: 292s    
step 00091 (2.7%) | loss: 4.242281 | lrm: 1.00 | dt: 102ms | tok/sec: 1,610,698 | mfu: 38.9% | epoch: 1 | remaining: 292s    
step 00092 (2.7%) | loss: 4.230411 | lrm: 1.00 | dt: 102ms | tok/sec: 1,603,242 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00093 (2.7%) | loss: 4.216525 | lrm: 1.00 | dt: 101ms | tok/sec: 1,621,549 | mfu: 39.2% | epoch: 1 | remaining: 292s    
step 00094 (2.8%) | loss: 4.198692 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,979 | mfu: 39.5% | epoch: 1 | remaining: 292s    
step 00095 (2.8%) | loss: 4.186626 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,017 | mfu: 40.1% | epoch: 1 | remaining: 291s    
step 00096 (2.8%) | loss: 4.176292 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,977 | mfu: 39.4% | epoch: 1 | remaining: 291s    
step 00097 (2.9%) | loss: 4.159395 | lrm: 1.00 | dt: 101ms | tok/sec: 1,616,757 | mfu: 39.1% | epoch: 1 | remaining: 291s    
step 00098 (2.9%) | loss: 4.146889 | lrm: 1.00 | dt: 101ms | tok/sec: 1,623,384 | mfu: 39.2% | epoch: 1 | remaining: 291s    
step 00099 (2.9%) | loss: 4.132026 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,745 | mfu: 39.5% | epoch: 1 | remaining: 291s    
step 00100 (3.0%) | loss: 4.115348 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,232 | mfu: 39.3% | epoch: 1 | remaining: 291s    
step 00101 (3.0%) | loss: 4.102203 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,257 | mfu: 39.6% | epoch: 1 | remaining: 291s    
step 00102 (3.0%) | loss: 4.093515 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,440 | mfu: 39.1% | epoch: 1 | remaining: 291s    
step 00103 (3.1%) | loss: 4.078115 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,238 | mfu: 39.8% | epoch: 1 | remaining: 291s    
step 00104 (3.1%) | loss: 4.063749 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,915 | mfu: 39.4% | epoch: 1 | remaining: 291s    
step 00105 (3.2%) | loss: 4.048807 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,450 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00106 (3.2%) | loss: 4.041486 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,392 | mfu: 39.3% | epoch: 1 | remaining: 290s    
step 00107 (3.2%) | loss: 4.028296 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,612 | mfu: 39.6% | epoch: 1 | remaining: 290s    
step 00108 (3.3%) | loss: 4.019955 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,148 | mfu: 39.6% | epoch: 1 | remaining: 290s    
step 00109 (3.3%) | loss: 4.007026 | lrm: 1.00 | dt: 101ms | tok/sec: 1,621,243 | mfu: 39.2% | epoch: 1 | remaining: 290s    
step 00110 (3.3%) | loss: 3.989004 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,766 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00111 (3.4%) | loss: 3.978678 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,385 | mfu: 39.5% | epoch: 1 | remaining: 290s    
step 00112 (3.4%) | loss: 3.963225 | lrm: 1.00 | dt: 102ms | tok/sec: 1,613,898 | mfu: 39.0% | epoch: 1 | remaining: 290s    
step 00113 (3.4%) | loss: 3.953617 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,204 | mfu: 39.6% | epoch: 1 | remaining: 290s    
step 00114 (3.5%) | loss: 3.943690 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,681 | mfu: 40.0% | epoch: 1 | remaining: 290s    
step 00115 (3.5%) | loss: 3.935857 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,914 | mfu: 39.4% | epoch: 1 | remaining: 289s    
step 00116 (3.5%) | loss: 3.929927 | lrm: 1.00 | dt: 101ms | tok/sec: 1,622,249 | mfu: 39.2% | epoch: 1 | remaining: 289s    
step 00117 (3.6%) | loss: 3.920710 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,938 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00118 (3.6%) | loss: 3.912672 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,265 | mfu: 39.1% | epoch: 1 | remaining: 289s    
step 00119 (3.6%) | loss: 3.903973 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,889 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00120 (3.7%) | loss: 3.894742 | lrm: 1.00 | dt: 102ms | tok/sec: 1,613,053 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00121 (3.7%) | loss: 3.886373 | lrm: 1.00 | dt: 101ms | tok/sec: 1,617,081 | mfu: 39.1% | epoch: 1 | remaining: 289s    
step 00122 (3.7%) | loss: 3.876967 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,729 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00123 (3.8%) | loss: 3.869745 | lrm: 1.00 | dt: 101ms | tok/sec: 1,626,631 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00124 (3.8%) | loss: 3.862276 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,289 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00125 (3.8%) | loss: 3.857525 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,543 | mfu: 39.5% | epoch: 1 | remaining: 288s    
step 00126 (3.9%) | loss: 3.854862 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,157 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00127 (3.9%) | loss: 3.849505 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,191 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00128 (3.9%) | loss: 3.839695 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,243 | mfu: 39.5% | epoch: 1 | remaining: 288s    
step 00129 (4.0%) | loss: 3.825032 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,776 | mfu: 39.4% | epoch: 1 | remaining: 288s    
step 00130 (4.0%) | loss: 3.815736 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,551 | mfu: 39.1% | epoch: 1 | remaining: 288s    
step 00131 (4.0%) | loss: 3.805802 | lrm: 1.00 | dt: 101ms | tok/sec: 1,614,888 | mfu: 39.0% | epoch: 1 | remaining: 288s    
step 00132 (4.1%) | loss: 3.796153 | lrm: 1.00 | dt: 101ms | tok/sec: 1,614,410 | mfu: 39.0% | epoch: 1 | remaining: 288s    
step 00133 (4.1%) | loss: 3.788022 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,407 | mfu: 39.3% | epoch: 1 | remaining: 288s    
step 00134 (4.1%) | loss: 3.786502 | lrm: 1.00 | dt: 101ms | tok/sec: 1,623,322 | mfu: 39.2% | epoch: 1 | remaining: 288s    
step 00135 (4.2%) | loss: 3.777257 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,578 | mfu: 39.5% | epoch: 1 | remaining: 287s    
step 00136 (4.2%) | loss: 3.771281 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,890 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00137 (4.2%) | loss: 3.767680 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,342 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00138 (4.3%) | loss: 3.760729 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,402 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00139 (4.3%) | loss: 3.754134 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,636 | mfu: 39.6% | epoch: 1 | remaining: 287s    
step 00140 (4.3%) | loss: 3.751107 | lrm: 1.00 | dt: 101ms | tok/sec: 1,616,940 | mfu: 39.1% | epoch: 1 | remaining: 287s    
step 00141 (4.4%) | loss: 3.741317 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,269 | mfu: 39.3% | epoch: 1 | remaining: 287s    
step 00142 (4.4%) | loss: 3.739971 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,345 | mfu: 39.5% | epoch: 1 | remaining: 287s    
step 00143 (4.4%) | loss: 3.733697 | lrm: 1.00 | dt: 112ms | tok/sec: 1,458,937 | mfu: 35.3% | epoch: 1 | remaining: 287s    
step 00144 (4.5%) | loss: 3.729222 | lrm: 1.00 | dt: 98ms | tok/sec: 1,677,803 | mfu: 40.5% | epoch: 1 | remaining: 287s    
step 00145 (4.5%) | loss: 3.722939 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,656 | mfu: 39.8% | epoch: 1 | remaining: 286s    
step 00146 (4.5%) | loss: 3.715129 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,903 | mfu: 39.7% | epoch: 1 | remaining: 286s    
step 00147 (4.6%) | loss: 3.711308 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,832 | mfu: 39.4% | epoch: 1 | remaining: 286s    
step 00148 (4.6%) | loss: 3.704218 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,799 | mfu: 39.1% | epoch: 1 | remaining: 286s    
step 00149 (4.6%) | loss: 3.702393 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,287 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00150 (4.7%) | loss: 3.692275 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,580 | mfu: 39.3% | epoch: 1 | remaining: 286s    
step 00151 (4.7%) | loss: 3.688262 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,841 | mfu: 39.1% | epoch: 1 | remaining: 286s    
