macro_attempt_id	automation_id	micro_attempt_id	commit	parent_commit	timestamp_utc	family	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0076	nearest-position-unions-repair	micro-0010	32ef4be35e25aa85757ce70f7c07db1c99137c51	07222a573b8fae35ab2dacb7e55a75d6a159c4d3	2026-08-16T09:03:41.913450+00:00	parameter tying	99.040000%	2095	keep	Union closest position groups 442 and 179	Family: parameter tying. Current retained frontier is 2,096 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 27 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0009 at 2096 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 442 and 179, whose learned values are -0.0129203992 and -0.0129116094 (absolute difference 8.790e-06), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,095 parameters. It is more informative than the nearest untested alternative (difference 9.119e-06) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0011	380ab3c26a6ab09e841c58772e587d48219f3be2	32ef4be35e25aa85757ce70f7c07db1c99137c51	2026-08-16T09:04:43.666957+00:00	parameter tying	99.040000%	2094	keep	Union closest position groups 41 and 106	Family: parameter tying. Current retained frontier is 2,095 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 28 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0010 at 2095 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 41 and 106, whose learned values are 0.0005422053 and 0.0005513247 (absolute difference 9.119e-06), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,094 parameters. It is more informative than the nearest untested alternative (difference 9.392e-06) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0012	a12a87f8a63132d2614a37cb4c98d671499a1107	380ab3c26a6ab09e841c58772e587d48219f3be2	2026-08-16T09:05:45.292621+00:00	parameter tying	99.040000%	2093	keep	Union closest position groups 95 and 424	Family: parameter tying. Current retained frontier is 2,094 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 29 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0011 at 2094 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 95 and 424, whose learned values are 0.0040847282 and 0.0040941206 (absolute difference 9.392e-06), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,093 parameters. It is more informative than the nearest untested alternative (difference 1.004e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0013	6a62bc1b8fca089adeb85b851733a02ae6d72128	a12a87f8a63132d2614a37cb4c98d671499a1107	2026-08-16T09:06:46.167818+00:00	parameter tying	99.050000%	2092	keep	Union closest position groups 275 and 10	Family: parameter tying. Current retained frontier is 2,093 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 30 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0012 at 2093 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 275 and 10, whose learned values are 0.0054133600 and 0.0054233973 (absolute difference 1.004e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,092 parameters. It is more informative than the nearest untested alternative (difference 1.071e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0014	3f9dea055611f0a1682cda005b1e20a15b88242a	6a62bc1b8fca089adeb85b851733a02ae6d72128	2026-08-16T09:07:47.222674+00:00	parameter tying	99.050000%	2091	keep	Union closest position groups 471 and 445	Family: parameter tying. Current retained frontier is 2,092 parameters at 99.050000%, a +0.050000 percentage-point margin over 99%. There have been 31 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0013 at 2092 parameters and 99.050000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 471 and 445, whose learned values are 0.0314305238 and 0.0314412378 (absolute difference 1.071e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,091 parameters. It is more informative than the nearest untested alternative (difference 1.078e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0015	f123660c07b69a63c07a1acff412b0ed9ecf98e0	3f9dea055611f0a1682cda005b1e20a15b88242a	2026-08-16T09:08:48.515954+00:00	parameter tying	99.050000%	2090	keep	Union closest position groups 24 and 113	Family: parameter tying. Current retained frontier is 2,091 parameters at 99.050000%, a +0.050000 percentage-point margin over 99%. There have been 32 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0014 at 2091 parameters and 99.050000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 24 and 113, whose learned values are -0.0248801205 and -0.0248693433 (absolute difference 1.078e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,090 parameters. It is more informative than the nearest untested alternative (difference 1.117e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0016	7222731de4f5bddeaa5ddc776d85b8da0bc0e92c	f123660c07b69a63c07a1acff412b0ed9ecf98e0	2026-08-16T09:09:49.869312+00:00	parameter tying	99.040000%	2089	keep	Union closest position groups 294 and 314	Family: parameter tying. Current retained frontier is 2,090 parameters at 99.050000%, a +0.050000 percentage-point margin over 99%. There have been 33 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0015 at 2090 parameters and 99.050000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 294 and 314, whose learned values are 0.0053202268 and 0.0053313975 (absolute difference 1.117e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,089 parameters. It is more informative than the nearest untested alternative (difference 1.159e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0017	8f174b4d6c9e724687573461c30ad77e875301c6	7222731de4f5bddeaa5ddc776d85b8da0bc0e92c	2026-08-16T09:10:51.092175+00:00	parameter tying	99.040000%	2088	keep	Union closest position groups 397 and 506	Family: parameter tying. Current retained frontier is 2,089 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 34 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0016 at 2089 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 397 and 506, whose learned values are 0.0130978301 and 0.0131094176 (absolute difference 1.159e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,088 parameters. It is more informative than the nearest untested alternative (difference 1.222e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0018	44ceb75f5660fe8d4d526750eaf8969ad020b1f5	8f174b4d6c9e724687573461c30ad77e875301c6	2026-08-16T09:11:52.206957+00:00	parameter tying	99.040000%	2087	keep	Union closest position groups 176 and 134	Family: parameter tying. Current retained frontier is 2,088 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 35 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0017 at 2088 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 176 and 134, whose learned values are -0.0016184105 and -0.0016061913 (absolute difference 1.222e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,087 parameters. It is more informative than the nearest untested alternative (difference 1.270e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0019	2687f36f6b1adad6a783a589dad193a83a020ee5	44ceb75f5660fe8d4d526750eaf8969ad020b1f5	2026-08-16T09:12:54.342300+00:00	parameter tying	99.040000%	2086	keep	Union closest position groups 379 and 223	Family: parameter tying. Current retained frontier is 2,087 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 36 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0018 at 2087 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 379 and 223, whose learned values are -0.0048395605 and -0.0048268624 (absolute difference 1.270e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,086 parameters. It is more informative than the nearest untested alternative (difference 1.285e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0076	nearest-position-unions-repair	micro-0020	91c23347ef536d769ead1c1934017082ebad35e0	2687f36f6b1adad6a783a589dad193a83a020ee5	2026-08-16T09:13:55.840001+00:00	parameter tying	99.040000%	2085	keep	Union closest position groups 7 and 465	Family: parameter tying. Current retained frontier is 2,086 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 37 prior attempts in this family. The most recent accepted result is attempt-0076/micro-0019 at 2086 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 7 and 465, whose learned values are 0.0035159513 and 0.0035288008 (absolute difference 1.285e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,085 parameters. It is more informative than the nearest untested alternative (difference 1.346e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0001	d631ff213771b4f93fea0a32973f85712d30e11f	6edffd5ebc428d9bff44da2632a74481fa540447	2026-08-16T20:57:04.276915+00:00	parameter tying	99.040000%	2084	keep	Union closest position groups 66 and 312	Family: parameter tying. Current retained frontier is 2,085 parameters at 99.050000%, a +0.050000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 21 prior micro-trials. The most recent accepted result is attempt-0076/micro-0020 at 2085 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 66 and 312, whose learned values are -0.0118125025 and -0.0117990421 (absolute difference 1.346e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,084 parameters. It is more informative than the nearest untested alternative (difference 1.516e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0002	df1c80d0efe6c30178710008d092c746e6d849ad	d631ff213771b4f93fea0a32973f85712d30e11f	2026-08-16T20:58:06.902194+00:00	parameter tying	99.040000%	2083	keep	Union closest position groups 64 and 330	Family: parameter tying. Current retained frontier is 2,084 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 22 prior micro-trials. The most recent accepted result is attempt-0078/micro-0001 at 2084 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 64 and 330, whose learned values are 0.0042936467 and 0.0043088091 (absolute difference 1.516e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,083 parameters. It is more informative than the nearest untested alternative (difference 1.530e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0003	307536b344e3fc09e2a59c3ba0d0ed498df10a62	df1c80d0efe6c30178710008d092c746e6d849ad	2026-08-16T20:59:09.427799+00:00	parameter tying	99.040000%	2082	keep	Union closest position groups 233 and 306	Family: parameter tying. Current retained frontier is 2,083 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 23 prior micro-trials. The most recent accepted result is attempt-0078/micro-0002 at 2083 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 233 and 306, whose learned values are 0.0013918133 and 0.0014071175 (absolute difference 1.530e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,082 parameters. It is more informative than the nearest untested alternative (difference 1.647e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0004	186c61d46ddc64461a641ba3827e034478b00f17	307536b344e3fc09e2a59c3ba0d0ed498df10a62	2026-08-16T21:00:12.182991+00:00	parameter tying	99.040000%	2081	keep	Union closest position groups 361 and 469	Family: parameter tying. Current retained frontier is 2,082 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 24 prior micro-trials. The most recent accepted result is attempt-0078/micro-0003 at 2082 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 361 and 469, whose learned values are -0.0130450493 and -0.0130285807 (absolute difference 1.647e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,081 parameters. It is more informative than the nearest untested alternative (difference 1.661e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0005	ad750f90a86377810540656a625930a8f406d063	186c61d46ddc64461a641ba3827e034478b00f17	2026-08-16T21:01:15.373723+00:00	parameter tying	99.040000%	2080	keep	Union closest position groups 473 and 99	Family: parameter tying. Current retained frontier is 2,081 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 25 prior micro-trials. The most recent accepted result is attempt-0078/micro-0004 at 2081 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 473 and 99, whose learned values are -0.0121204974 and -0.0121038873 (absolute difference 1.661e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,080 parameters. It is more informative than the nearest untested alternative (difference 1.664e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0006	db1a06546e6504104aaf19fd6e43b7b29e96475b	ad750f90a86377810540656a625930a8f406d063	2026-08-16T21:02:18.223298+00:00	parameter tying	99.040000%	2079	keep	Union closest position groups 25 and 454	Family: parameter tying. Current retained frontier is 2,080 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 26 prior micro-trials. The most recent accepted result is attempt-0078/micro-0005 at 2080 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 25 and 454, whose learned values are -0.0134330411 and -0.0134163965 (absolute difference 1.664e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,079 parameters. It is more informative than the nearest untested alternative (difference 1.675e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0007	7e573117b058b2ba03296707397681dc91c66597	db1a06546e6504104aaf19fd6e43b7b29e96475b	2026-08-16T21:03:20.243244+00:00	parameter tying	99.040000%	2078	keep	Union closest position groups 142 and 169	Family: parameter tying. Current retained frontier is 2,079 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 27 prior micro-trials. The most recent accepted result is attempt-0078/micro-0006 at 2079 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 142 and 169, whose learned values are -0.0174008161 and -0.0173840653 (absolute difference 1.675e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,078 parameters. It is more informative than the nearest untested alternative (difference 1.685e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
attempt-0078	nearest-position-unions-infra-repair	micro-0008	641f20858d2d23e62dec5eb3ec9704a7197b54a8	7e573117b058b2ba03296707397681dc91c66597	2026-08-16T21:04:22.855617+00:00	parameter tying	99.040000%	2077	keep	Union closest position groups 441 and 173	Family: parameter tying. Current retained frontier is 2,078 parameters at 99.040000%, a +0.040000 percentage-point margin over 99%. There have been 20 prior macro-attempts in this family and 28 prior micro-trials. The most recent accepted result is attempt-0078/micro-0007 at 2078 parameters and 99.040000%; the most recent failed result is attempt-0075/micro-0001 (error, no score). This is a parameterization-preserving compression: union current position groups represented by coordinates 441 and 173, whose learned values are -0.0081322808 and -0.0081154266 (absolute difference 1.685e-05), using a multiplicity-weighted mean. Hypothesis: this preserves qualification and yields 2,077 parameters. It is more informative than the nearest untested alternative (difference 1.690e-05) because it is the minimum-distortion eligible union; exact pairs already rejected under the unchanged grouping are excluded. Acceptance and rollback remain solely governed by the official runner.	0	0
